LAD22CD,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E06000001,13.433805840834575,13.471504310928824,14.186094944467294,16.685668515031704,19.28988222077175,22.006501137761095,25.232737170156984,28.97066242662899,33.87745618564499,39.36977733818764,45.18028894276024,50.3551472920916,56.652933264380486,60.79147642236495,64.0700316955627,65.62281532273461,67.17632224936612,69.05443651812192,72.61962239851218,76.16256370932885,79.68118475758715,83.19266239416902,86.01468208281591,88.81373237135128,91.60564088933991,94.37385574463383,97.12634277783843,99.87168451024266,102.59333664337589
E06000002,22.552980776688536,21.613600004379755,22.752786936509885,24.535968548325748,26.59713998752534,28.931623729078527,31.435369802606946,34.10893082273435,37.16422775576114,40.52508853437113,43.994662501212304,47.25891784673236,50.89004864492956,53.80807175227236,56.45169370879894,58.52862700148926,60.602807589098596,62.78641893450697,65.52169145497768,68.25145856528644,70.97379544548404,73.68649993150575,76.17847272136034,78.6630152811038,81.14508040627436,83.61999057184191,86.09076960618042,88.55593706200804,91.01708370217062
E06000003,14.11649166492897,13.184119284839635,13.877521186021573,16.16833027396838,18.654969668606245,21.329861039126193,24.380777455559095,27.81338096483054,32.09670111081732,36.855898102435,41.856544249683836,46.396744237391275,51.75791312212111,55.52622775929821,58.67751086445196,60.56175330567212,62.438989091970505,64.56333770485553,67.9207891662645,71.26408289348976,74.59243053644859,77.90037122119222,80.71245590465425,83.50966672333202,86.30049933298557,89.0771587432345,91.83897520789158,94.5943840907416,97.33564914584491
E06000004,38.911298623629015,37.61396430175487,39.59805628840342,42.09465304195301,45.045823957666755,48.451598555862255,52.026498298984016,55.7685996879918,59.897476938836036,64.42145103330773,69.05280435177204,73.47689358391413,78.27086459964195,82.35050362546316,86.15238801583499,89.38735794318721,92.62227903998907,95.96350894645337,99.85861644217039,103.74906135954829,107.62935326972924,111.50374481234077,115.15543378177499,118.7988415373719,122.4400352745241,126.07284168353843,129.70510565605474,133.32809143406462,136.94983909860758
E06000005,20.99348053520238,20.275056081162074,21.34453235202322,22.485258210658483,23.87480598586791,25.511039009364374,27.185780670502616,28.896924512881707,30.69409385761838,32.65018782984427,34.630662943250265,36.56651315738243,38.58322428665522,40.441573835324725,42.240415691103884,43.91408895727363,45.58762626995551,47.28418064225365,49.1029641372646,50.92127934803956,52.73717087760855,54.55075957351635,56.31625737887069,58.07946745650694,59.84236030933815,61.6028294809634,63.36511809607074,65.12319598200159,66.88289475052889
E06000006,19.45322799041628,19.208460144946162,20.219793350431274,21.079148835235898,22.13437182080673,23.38713111336838,24.656110479660274,25.94435184816544,27.27113742984864,28.71415779123808,30.167674933427474,31.600451653572623,33.07170983373377,34.46889918036284,35.83825168975895,37.148362108343306,38.4568462651136,39.77888933991836,41.156859228744686,42.53349853972313,43.91009530629105,45.286734617269495,46.639571368969165,47.99118284039353,49.34268901424532,50.69404734611401,52.04418039770739,53.39406030974511,54.744088063765915
E06000007,24.23896298891513,22.361690434843343,23.539749560421875,25.021688148840795,26.873627781558945,29.095505099831446,31.317965856712703,33.540829717945826,35.76491818651115,38.17445945113854,40.58432979516491,42.993636037764986,45.403987857397745,47.81219543892204,50.219620289791024,52.62530579443756,55.0309912990841,57.437046932455175,59.84470068725494,62.2523140718919,64.66002990310804,67.06759936414271,69.4745281400307,71.88148345794026,74.2884038446208,76.69524704441518,79.10219752655675,81.50903717291165,83.91587553693805
E06000008,11.887642645953388,10.524554514210074,11.078406126018722,12.320747083385843,13.779672193538635,15.448268365047571,17.214424240903675,19.07543388211899,21.15788381617418,23.44099315954754,25.78425188427593,28.01144435785493,30.44779290005724,32.480042542808015,34.35238756671958,35.90206759818509,37.454387736293285,39.066896990839375,40.99331945728948,42.914774085271276,44.834781148266956,46.750388892011735,48.53578409324571,50.32130144727163,52.100434482477944,53.87720006114791,55.65660574127448,57.426683261197624,59.19760118291342
E06000009,20.283320401495182,20.04768261102002,21.103854845287557,22.70014695558487,24.495136015095202,26.494698975837544,28.690160337212436,31.081520099219887,33.9262447312627,37.06929464198309,40.33799938396636,43.36630880288768,46.82223644490407,49.44475631965794,51.739846010497395,53.36860128432811,54.99483786443639,56.749527824388025,59.15376090986563,61.54931849474379,63.93955883731905,66.3183251307144,68.43430771240409,70.5444133420748,72.64920172944262,74.74503476135297,76.83583040581847,78.92662605028397,81.00594764556956
E06000010,45.407211850919985,42.88762306212845,45.14225498546254,49.45993541705494,54.37814246081928,59.899809446196784,65.89643835649069,72.35346147409518,79.89034777974287,88.21397217192737,96.81801357341524,104.86212591443625,113.92610904416473,121.0003442625914,127.29422581058357,131.99876125524875,136.70329669991392,141.70779414125775,148.2616427530381,154.79594637744316,161.31025253540298,167.81455996014017,173.67894845862952,179.5328857448263,185.3727519861709,191.2016703424693,197.00606644162292,202.8104625407765,208.58988390371545
