LAD22CD,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E06000001,76.32566315361098,76.5362523971371,76.11848165736102,75.55596586322885,75.3072204713678,75.57633207412854,76.48113425697485,77.7631813761036,79.55421652477104,81.48330290863535,84.29011038813123,87.94435406882016,91.5916450735731,95.34833356133605,99.96527607188733,104.51694964451897,107.44045619281528,110.50961129896397,113.81640839384825,120.11132060389792,123.97607218276691,128.0931366926701,131.98849853809742,135.51875675558946,139.47869946572445,142.69077173635566,146.3473036045399,149.6349631063091,151.62166903257818
E06000002,45.345250262172335,45.45049918850181,45.2569905533507,45.010232264147035,44.99711684245719,45.28759793744673,45.98168697502054,46.92951881121826,48.188814509247365,49.58782735615317,51.52635194275365,53.97428902015863,56.423107585271794,58.94213018676809,61.97490252617308,64.95096530491443,66.96877681786154,69.04926322635818,71.27109072429806,75.20624924282582,77.6274463048415,80.06672267770692,82.33562070694776,84.40584009600242,86.73001876759388,88.60657939302592,90.736556017605,92.65190697499602,93.78127592686188
E06000003,59.05837791396718,58.85478992347184,58.48338398277575,58.06145030083002,57.88920855602352,58.1058869648425,58.81149533570195,59.82905836000987,61.24466846994963,62.77383035942078,64.97856884538854,67.81307453570389,70.65102835442673,73.57765899606807,77.12072530139207,80.62251145511516,82.93696161301715,85.34812302537063,87.93324307202548,92.6633336907234,95.57601243380957,98.58060574752108,101.40083639807673,103.95822000174289,106.82103439842243,109.14899845667244,111.79585402798982,114.17707238732233,115.59968514718922
E06000004,66.07202321264089,66.55022145375251,66.34924173339762,66.03851489105422,66.09230404334936,66.59679820167408,67.71053021444973,69.19755926967592,71.14400812739807,73.32585523363755,76.31295884642356,80.0722653663305,83.82904088754299,87.68938902282336,92.34063226183528,96.89137951761798,99.98442003211109,103.1683248144936,106.56711147302434,112.57325713289302,116.26598206582239,119.98503216399875,123.44097605186539,126.59922211017138,130.14980349004742,133.00771566492955,136.25027835777598,139.16495747840193,140.87950337675048
E06000005,27.81398175754206,28.044432514663264,27.98601885153002,27.886852705390936,27.95848697009683,28.220061204007642,28.748020989216545,29.441590573983596,30.330308028810848,31.339341923891133,32.69377532155796,34.377328592250606,36.06042213377428,37.78815929961551,39.85550566571768,41.87276518299913,43.272910539127054,44.70339039292488,46.22543885163422,48.83821088241889,50.44493945655322,52.025020639174116,53.48096740688599,54.81757944121172,56.32212157775965,57.52871990451434,58.89580020637248,60.124708514780885,60.83924254524713
E06000006,42.23050992411833,42.482160079979906,42.35925796193435,42.17592334705726,42.22798576765064,42.584356702360324,43.33913119132088,44.346427423797635,45.6626579087474,47.14994408087198,49.15712745432404,51.66144869838485,54.16973456872365,56.749524211317244,59.82632501019236,62.83293528449763,64.91961074300403,67.05700091568671,69.33013382158403,73.22780881325059,75.62995594211463,77.98618247107396,80.15990807122374,82.14376605599638,84.37302125671651,86.1676464073466,88.20195630631596,90.02946180170531,91.08860519402523
E06000007,59.09894620493413,59.69571604574966,59.64153346888881,59.500485009304896,59.74458606673943,60.42947993293516,61.71188870639189,63.37558131505634,65.4809069777313,67.91042121510459,71.09223205554744,74.9942692014393,78.90330832386643,82.91678407197836,87.67953894546811,92.29869928166372,95.5900434555685,98.92949971518928,102.46563829883227,108.3222828930548,111.92203351104841,115.34240908392154,118.45999381075374,121.32546072800866,124.55958594616757,127.14166413106369,130.0612899750124,132.6836347039044,134.17671664714612
E06000008,27.908245717166253,28.140009198511507,28.084233312145955,27.98690342374666,28.063646346026484,28.33207820962579,28.86885840458637,29.571756373751867,30.470670125973456,31.48950289142707,32.85712644724457,34.554492872129536,36.25044162011232,37.99212068160064,40.07090699491662,42.10209706383975,43.5141229388179,44.95671646002599,46.490136236406514,49.11224791267032,50.72655772450184,52.311007560693355,53.76858098718421,55.10835657437777,56.62255736238717,57.831700651167196,59.201528095693924,60.43344259930137,61.148925297017286
E06000009,39.70412813049101,40.02568136238645,39.928571726644314,39.75981924724226,39.816909638283754,40.15777285538441,40.8683243399645,41.80275971098181,42.99801980969847,44.33712530545104,46.16877535136546,48.457988090185935,50.74216344156158,53.08538816798503,55.89401152333984,58.657018536833064,60.54128129606024,62.47395894572946,64.53648924953227,68.15081474120298,70.37622057238885,72.61142132360635,74.68430625715688,76.59123725988582,78.74863836056639,80.47170472155877,82.4236923564332,84.18062115524921,85.21552442030521
E06000010,85.38040958058534,85.99370554869205,85.74366038536789,85.35189837238461,85.3809052409633,86.03681107440406,87.47822008463527,89.40154241358245,91.90825289833586,94.66763252006885,98.51015013041689,103.34329459971823,108.17417667366982,113.13463800854734,119.02155352060055,124.8678252625136,128.83739708973255,132.92394505444432,137.28653237546217,144.97038794605882,149.71658612898582,154.50140222414853,158.94835706394466,163.01489300556,167.57962498459457,171.26051767858132,175.43629341981662,179.1882850904963,181.39916265086873
E06000011,99.01971433061047,99.75556548880395,99.50909422911215,99.10432278967616,99.18266128991554,100.02154537498151,101.78646485844678,104.12257943799806,107.13585065130192,110.45604306173797,115.05761431419458,120.81083833722673,126.5617529083106,132.46434980072638,139.4172415561791,146.3414933593903,151.08994379741588,155.96145283096587,161.15290705845192,170.16279934947232,175.7335393753762,181.28776227315734,186.42942334405305,191.14128786588796,196.43157515064215,200.69185062900252,205.52182853315549,209.86280539942095,212.4065011294829
E06000012,97.43139168455961,97.52541243951664,96.97023076997229,96.25828743630835,95.93334170172783,96.27981122985632,97.433730656464,99.08229930622018,101.37686722950205,103.83521656525754,107.42484303514318,112.08023777978404,116.73380023030792,121.52953158325293,127.34928970210893,133.13471419807328,136.87939466131235,140.80199016006264,145.02440285635538,152.95057243557972,157.8388849841581,163.00007046526738,167.87398276533273,172.2912309351277,177.23528202328836,181.25666628398275,185.8306302040312,189.94601899020753,192.4245466865169
E06000013,99.17880240857446,99.53674659743135,99.07550218082551,98.4600919592589,98.28940408409318,98.80377700563041,100.18165494038149,102.09188616725135,104.69379924484805,107.51530719928022,111.54070440708892,116.69547352842662,121.84972464737297,127.16089792339385,133.53031218596476,139.8499332062204,144.04237676517144,148.40374542517125,153.075683411371,161.5632985357443,166.80791730148113,172.2157761986503,177.28611299877406,181.88438084439767,187.03297894615386,191.2102876415913,195.95833004907377,200.2238477842938,202.76127195108023
E06000014,52.85361759870877,53.464675741714444,53.43706605686815,53.3001004721348,53.400479550548475,53.9874991293852,55.09476641457153,56.52068064833192,58.293767782527794,60.2444932081099,62.93183027014789,66.24599116095446,69.55395567638337,72.9423214615428,76.84805495797664,80.78975885373552,83.53784357935731,86.3370581367938,89.31272066307483,94.32053327858024,97.4312968564165,100.47920325472096,103.27555677750422,105.86231505067217,108.77579391742293,111.10261173991833,113.73897716409931,116.11041472965317,117.48678990682816
E06000015,82.79726853722698,83.31141068554527,83.03562084385027,82.60134543701831,82.52064675030816,83.1100799413818,84.45367147784461,86.26523220270393,88.65957055684636,91.2943410806716,94.9673792438192,99.60339400353381,104.23982473586032,109.00978267660932,114.67241784251286,120.28763213065889,124.09835722834804,128.0284664656548,132.22438220197074,139.62994261176877,144.20064967141383,148.8075463482949,153.09206425094726,156.99513526847994,161.39113383112365,164.92731700495352,168.94103673725377,172.5475192824961,174.66856363061495
